ID;CTL
895;AG((userUnablePerformFunction & !workstationFailure) -> AF(systemDown))
896;AG(unplannedDowntime <= 1)
897;AG(numUnplannedIncidents <= 50)
898;AG((softwareFailure | hardwareFailure) -> AF(restoreSystemWithin2Hours))
899;AG((standardConditions | peakConditions) -> AF(adequateResponseTime))
900;AG((searchSimple -> (responseTime >= 5 & responseTime <= 8)) & (searchAdvanced -> (responseTime >= 10 & responseTime <= 15)))
901;AG(retrieveAndDisplayTime >= 5 & retrieveAndDisplayTime <= 8 & accessWithin2Months -> AG(caseAccessed))
902;AG(!accessedInLast2Months -> (retrieveAndDisplayTime <= 20))
903;AG(multilingualInterface)
904;AG((equipmentFailure | communicationNetworkFailure) -> AF(!dataLoss))
905;AG(offlineMode -> AF(criticalFunctionalityAvailable))
906;AG(lowBandwidth -> AF(satisfactoryPerformance))
907;AG(USBPluggedIn -> AF(deployedTime <= 1 & operationalTime<=1))
908;AG(concurrentCustomers <= 1000)
909;AG(retrieveProductsPerSecond >= 200)
910;AG(requestAddProduct -> AF(addProductTime < 2))
911;AG(requestSearchProduct -> AF(searchProductTime < 1))
912;AG(emailingCustomer -> AF(emailingCustomerTime < 1))
913;AG(requestCreditCardValidation -> AF(validateCreditCardTime < 2))
914;AG(requestShippingCharges -> AF(acquireShippingChargesTime < 2))
915;AG(restoreRecordsPerSecond >= 1000)
916;AG(liveInternetConnection -> AX(periodicBackup))
917;AG(creditCardUsed -> AF(fraudValidation))
918;AG(sensitiveInfoTransmitted -> AF(httpsEncryption))
919;AG(customerDataStored -> AF(dataEncryption))
920;AG(IPDOSAttackDetected -> AF(IPBlocked))
921;AF(consecutiveFailedLoginAttempts)
922;AG(ProtectedByFirestarter)
923;AG(login -> AF(validateCreditCard))
924;AG(tooLarge -> AF(compressImage))
925;AG(requestPage -> AF(startAsyncLoad))
926;AG(enterEmail -> AF(validateEmailExistence))
927;AG((change | update | fix) -> AX(logAction))
928;AF(debugMode)
929;AF(testTransaction)
930;AF(testShipping)
931;AF(testEnvironment)
932;AG(hardwarePatch)
933;AG((observingLevel & !maintenanceLevel & !testLevel) | (!observingLevel & maintenanceLevel & !testLevel) | (!observingLevel & !maintenanceLevel & testLevel))
934;AG(THEMASsystem -> AF(heatingControlled) & AF(coolingControlled))
935;AG(initFileRead -> AF(definitionsDerived))
936;AG(initFileRead -> AF(unitsDetermined))
937;AG(uniqueID(i))
938;AG(thermostatData(floor, quadrant))
939;AG(initFileContainsID(thermostatID) -> AF(IDLoaded(thermostatID)))
940;AG(maxUnitsOn(n) -> AG(concurrentUnitsOn(t, n1) -> (n1 <= n)))
941;AG(maxUnitsOn(n) -> AF(maxUnitsFromInitFile(n)))
942;AG(maxUnitsFromInitFile(n) -> AF(maxUnitsStoredInSystem(n)))
943;AG((currentTemperature > triggerValue) -> EX(turnOnHeatingUnit | turnOnCoolingUnit)) & AG((currentTemperature < triggerValue) -> EX(turnOffHeatingUnit | turnOffCoolingUnit))
944;AG(initializationFile -> AF(establishTriggerValues))
945;AG(thermostat(i) -> AG(|temperature(i, t) - temperature(i, t+1)| <= maxDeviation))
946;AG(initializationFile -> AF(overtemperatureValue))
947;AG(temperature -> AF(isReasonableTemperature))
948;AG(readInitFile -> AX(establishTemperatureRange))
949;AG(initialized -> AX(turnOffUnits & EX(checkThermostats & EX(determineUnitsOn))))
950;AG(temperatureFromThermostat -> AF(isWithinValidRange))
951;AG(thermostatData -> AF(temperatureSetting) & AF(currentTemperature))
952;AG(temperatureFromThermostat -> AF(comparedToValidRange))
953;AG((temperature < lowerValidRange | temperature > upperValidRange) -> AF(invalidTemperatureStatus))
954;AG(validTemperatureStatus)
955;AG((receivedTemperature >= lowerValidRange) & (receivedTemperature <= upperValidRange))
956;AG((receivedTemperature < lowerValidRange | receivedTemperature > upperValidRange) -> AF(invalidTemperatureStatus))
957;AG(temperatureSettingReceived -> AF(realizeTemperatureSetting))
958;AG((reportedTemperature > overtemperatureLimit) | (changedTemperatureSetting > overtemperatureLimit) -> AF(detectOvertemperature))
959;AG(((reportedTemperature > overtemperatureLimit) -> AF (reportOvertemperature)) & ((reportedTemperature <= overtemperatureLimit) -> AF(outputForProcessing)))
960;AG((reportedTemperature > temperatureSetting) -> AF(detectTemperatureLimitExceeded))
961;AG((currentTemperature > temperatureSetting + predefinedAmount) -> AF(activateHeatingUnits | activateCoolingUnits))
962;AG((settingsSatisfied & temperatureRequiresHeatingOrCooling) -> AF(turnOnHeatingOrCoolingUnit))
963;forall i: AG(controlCoolingUnit(i) & controlHeatingUnit(i) ) 
964;AG(numberOfActiveUnits() <= maxSimultaneousUnits)
965;AG(EX(unitStatus(i) = ON) | EX(unitStatus(i) = OFF))
966;AG(requestOn(i) -> ((runningUnits < maxRunningUnits) & EX(canHonorRequest(i)) | (runningUnits >= maxRunningUnits) & EX(addToLIFOQueue(i))))
967;AG((runningUnits < maxRunningUnits) -> AF(generateRequest(i)))
968;AG(receivedOffRequest(i) -> AF(checkQueue))
969;AG((!isEmpty(queue)) -> AX(removeOneRequestFromQueue & checkCurrentState))
970;AG((thermostatNeedsHeatingOrCooling) -> AF(submitRequestToTurnOnUnit))
971;AG((requestDenied) -> AF(generateEvent & AF(recordEvent)))
972;AG(requestDenied -> EX(systemEvent & eventType & thermostatRequest & unitDesignation))
973;AG(controlHeatingUnits & controlCoolingUnits)
974;AG((requestTurnOn | requestTurnOff) -> AF(generateRequest & (designationHeatingUnit | designationCoolingUnit) & (turnOnFlag | turnOffFlag)))
975;AG((requestTurnOn | requestTurnOff) -> AF(provideControlSignal & indicateUnitStatus))
976;AG(provideControlSignal -> AF(outputUnitStatus))
977;AG(changeUnitStatus -> EX(generateEvent & unitIdentification))
978;AG((invalidTemperature | temperatureExceedsLimits) -> EX(generateAlarmEvent))
979;AG(requestAlarm -> AF(requestInvalidTemperatureAlarm | requestExceededLimitsAlarm))
980;AG(invalidTemperature -> (X(beep500Hz & !beep700Hz) & X(X(!beep500Hz & beep700Hz)) W (beep500Hz & beep700Hz)))
981;AG((invalidTemperature & !alarmReset) -> (beep500Hz & X(beep700Hz) | beep700Hz & X(beep500Hz)))
982;AG(temperatureExceedsLimits -> ((beep1000Hz & !beep1500Hz) | (X(beep1500Hz & !beep1000Hz))))
983;AG(alarmRequested -> EX(alarmEvent & alarmRecorded))
984;AG(eventGenerated -> AF(eventIdentified & dataGenerated))
985;AG(eventOccurs -> AF(eventTypeIdentified & eventMessageFormatted))
986;AG(eventOccurred -> AF(eventDescriptionRecorded & eventTimeRecorded))
987;AG(supervisorRequest -> AF(temperatureSettingChanged))
988;AG(supervisorInterface -> AF(thermostatsDisplayed))
989;AG(supervisorInterface -> AF(thermostatSelected) & AF(validTemperatureSelected))
990;AG(supervisorInterface -> AF(operationalHistoryReport | statisticalSummaryReport))
991;AG(supervisorInterface -> AF(operationalHistoryReport | statisticalSummaryReport))
992;AG(operationalHistoryReportSelected -> AF(eventsSelected & eventsSorted & asciiReportCreated))
993;AG(statisticalReportSelected -> AF(availableMonthsPresented))
994;AG(monthSelected -> AF(asciiReportGenerated))
995;AG((controlPredator & controlOutrider) -> AF(singleControlSystem & standardHardwareSoftware & supportedInterfaces))
996;AG((commandControlPayload & commandControlAV & commandControlDataLink & commandControlSupportEquipment) -> AF(tacticalUAVMissions))
997;AF(interfaceWithExternal & exportDisseminatePayloadData)
998;AG(level1Interaction | level2Interaction | level3Interaction | level4Interaction | level5Interaction)
999;AF(secondaryImageryReceipt & secondaryDataReceipt & secondaryImageryTransmission & secondaryDataTransmission)
1000;AF(directImageryReceipt & directDataReceipt)
1001;AF(payloadControl & directImageryReceipt & directDataReceipt)
1002;AF(uavControl & level3Functions)
1003;AF(fullUAVControl)
1004;AF(startup) & AF(operation) & AF(shutdown)
1005;AG((startup & !operation & !shutdown) | (!startup & operation & !shutdown) | (!startup & !operation & shutdown))
1006;AG(powerApplied -> AF(startupState))
1007;AG(startupState -> AF(normalStartupMode | recoveryStartupMode))
1008;AG(haltedTCS -> AF(executedStartupMode))
1009;AG(terminatedNormallyTCS -> AF(normalStartupMode))
1010;AG((powerInterruption | abnormalTermination) -> AF(recoveryStartupMode))
1011;AG(startup -> AF(determineLevels))
1012;AG(higherInteraction -> AF(Prohibited))
1013;AG(attemptProhibitedFunction -> AF(informOperator))
1014;AG((NormalStartup & PowerSupplied) -> AF(OperationsState))
1015;AG(initializeHWCIs -> AF(startHWCIs & AX(AF(downloadSoftware & AX(AF(startCSCIs & AX(AF(executeStartupFD & AX(AF(establishReadiness))))))))))
1016;AG(recoveryStartupMode -> AF (operationsState))
1017;AG(recoveryTCS_HWCIs -> AF(startupHWCIs & AX(AF(downloadSoftware & AX(AF(startupCSCIs & AX(AF(establishReadiness))))))))
1018;AG(TCSOperating -> AF(recordSystemStateData & recordInterfaceCommunications & recordOtherInfo))
1019;AG(abnormalTermination -> AF(promptResumeSameModesData | promptResumeReviewModifyData | promptCommandShutdownStartup))
1020;AG(operationsState -> (normalOperationsMode | trainingOperationsMode | maintenanceOperationsMode))
1021;AG(!(normalOperationsMode & trainingOperationsMode) & !(normalOperationsMode & maintenanceOperationsMode) & !(trainingOperationsMode & maintenanceOperationsMode))
1022;AG((normalOperationsMode | trainingOperationsMode | maintenanceOperationsMode) -> AF(shutdownState))
1023;AG((normalOperationsMode | trainingOperationsMode) -> AF(executeFD_L & determineLevelOfInteraction))
1024;AG(normalOperationsMode -> AF(missionPlanning & missionControlMonitoring & payloadProductManagement & targetCoordinateDevelopment & c4iSystemsInterface)
1025;AG(normalOperationsMode -> AF(missionPlanning & missionControlMonitoring & payloadProductManagement & targetCoordinateDevelopment & c4iSystemsInterface & levelsOfInteraction))
1026;AG(trainingOperationsMode -> AF(missionPlanning & missionControlMonitoring & payloadProductManagement & targetCoordinateDevelopment & c4iSystemsInterface))
1027;AG(trainingOperationsMode -> AF(missionPlanning & missionControlMonitoring & payloadProductManagement & targetCoordinateDevelopment & c4iSystemsInterface & levelsOfInteraction))
1028;AG((maintenanceOperationsMode & HCIRequired) -> AF(AVMaintenance & payloadMaintenance & dataLinkTerminalMaintenance & workstationPeripheralMaintenance & FD_L & softwareUpgrades & softwareDebugMonitoring))
1029;AG(shutdownCommand -> EX(ShutdownState & AF((!impactOperations & !damageSystem) & restartSystem)))
1030;AG(ShutdownState -> AF(storageDeletionMissionData & shutdownFunctions & shutdownHCIs & terminationInterfaces))
1031;AG(ShutdownState -> AX(noOperationModes))
1032;AG(TCS -> EF(missionPlanning & missionControlMonitoring & payloadProductManagement & targeting & C4IInterface))
1033;AG(TCS -> EF(operatorGenerateUAVMissionPlan))
1034;AF(receiveMissionPlans & processMissionPlans)
1035;AG(TCS_MissionPlan -> AF(interoperableWithTAMPS & interoperableWithAMPS & interoperableWithAFMSS))
1036;AF(transmitMissionPlans)
1037;AF(receiveViaC4I & automatedProcessing)
1038;AF(receiveFromTCSs) & AF(processFromTCSs)
1039;AF(transmitToTCSs)
1040;AG(missionPlan -> EF(flightRoutePlan) & EF(payloadPlan) & EF(communicationsPlan))
1041;AG(storedMissionPlans >= 500) & AG(uniqueMissionPlanNames) & AG(laterRetrieval)
1042;AG(guiAvailable -> AF(defineWaypointsAbility & mapBasedDisplay & pointingDevice & keysetRedundancy))
1043;AG(twoPositionsSelected -> EF(computeRangeBearing))
1044;AG(EF(importOverlay) & EF(createOverlay) & EF(modifyOverlay))
1045;AG(analysisCompletion -> AF(useUAVdb & AX(AF(displaySignatureThreat))))
1046;AG(operationMissionExecution -> AF(dynamicMissionRetasking & payloadRetasking))
1047;AG(enterParameters -> AX(reviewParameters & flightParameters & payloadParameters & dataLinkParameters & vcrParameters & loiterPatterns))
1048;AG(enterConfig -> AX(avType & avID & payloadType & controlAuth & dataLinkPreset & tacticalCommPreset & c4iDataPreset))
1049;AG(uploadFlightRoute -> (EF(uploadPayloadPlan) | EG(!uploadPayloadPlan)) & (systemDataLink | directGroundConnection))
1050;AG(retrieveMission -> AF(viewMission & modifyMission & deleteMission & saveMissionDifferentName & futureRetrieve))
1051;AG(uploadMissionPlan -> EF(checkAltitudeConstraints & checkPayloadConstraints & checkDataLinkRangeConstraints & checkAirspaceRestrictions & checkFuelLimitations & checkThreatConstraints & checkDataLinkTerrainMaskingEffects & checkLOLPlan))
1052;AG(missionPlanCheck -> AF(discrepancyFound | successfulCompletion))
1053;AG(validationFault -> AF(operatorAcknowledgesFault & EX(overrideValidationFault)))
1054;AG(operator -> EX(setLOLDelayTimers))
1055;AF(printAlphanumericWaypointData)
1056;AG(TCS & operator -> AF(defineRoute & waypointFormat))
1057;AG(flightRoutePlan -> AF(waypoints(n) & (n >= 1 & n <= 500)))
1058;AG(displayMissionWaypoints) & AG(displayFlightPath)
1059;AG(enterWaypointData)
1060;AG(flightRoutePlanner -> AF(weightBalanceDataCalculations & fuelCalculations & terrainAvoidanceWarning & minDataLinkReceptionAltitudeCalculations & payloadSearchAreaInfo & flightCorridorDesignation & restrictedAirSpaceDesignation))
1061;AG(programmedWaypoint -> AF(estimatedTimeOfArrival & fuelStatus))
1062;AG((waypoint | every5Minutes) -> EX(computeFlightRange(remainingFuel)))
1063;AG(selectedFlightRoutePlan -> (AX(analyzeFlightRoutePlan & !violateAVconstraints & !violateDatalinkLimitations) -> AX(transmitFlightRoutePlan)))
1064;AG(flightPlanCalculation - simulator <= 0.1 * simulator)
1065;AG(flightRoutePlan -> EF(avCommands & autonomousFlight & EF(recoveryArea)))
1066;AG(TCS -> AF(operator & interactiveGraphics & mapBasedPlanning))
1067;AG(TCS -> AF(createWaypoints & defineFlightPath & defineAVAltitude & defineAVAirspeed))
1068;AG(TCS -> AF(displayOverlays & icons & knownZones & threatSystems & threatEngagementEnvelopes))
1069;AG(deClutterCapability -> AF(displaySignificantThreats))
1070;AG(deClutterSelected -> AF(modifyMaxThreats))
1071;AF(displayWaypointData)
1072;AF(loadMap) & AF(zoomMap) & AF(scrollMap) & AF(printMap) & AF(clearMap)
1073;AF(displayMapScale)
7074;AF(displayLatLon) & AF(displayUTM) & AF(displayMGRS) & AF(convertSpheroidScales)
1075;AF(displayLOSvsDTED)
1076;AF(generatePayloadPlan)
1077;AF(generatePayloadType) & AF(generatePayloadCommands) & AF(generatePayloadModeSettings) & AF(generatePayloadPointingCommands) & AF(generatePayloadFOVSettings)
1078;AG(selectedPayload -> AF(displayPayloadSwath))
1079;AG(missionExecution -> AF(TCSControlAV & TCSMonitorAV & TCSControlPayload & TCSMonitorPayload & TCSControlDatalink & TCSMonitorDatalink & TCSControlC4I & TCSMonitorC4I))
1080;AG(operatorSelectAV -> AF(AVComponentsInitialized))
1081;AG((TCSTransmit -> AF(AVReceive)) & (AVTransmit -> AF(TCSReceive)))
1082;AG((TCSPredatorLevel(i) & TCSOutriderLevel(i)) &  (i >= 1 & i <= 5))
1083;AG(TCS -> EX(controlMultipleAVs & monitorMultipleAVs))
1084;AG((AVPerformanceOutofLimits) -> AF(notifyOperator))
1085;AG((requestToPassControl) -> AF(passControl)) & AG((requestToReceiveControl) -> AF(receiveControl))
1086;AG(TCSCapability -> AF(controlAVFlightCommands & releaseToAutonomousMode))
1087;AG(AVTelemetryData -> EX(TCSSupportFunctions))
1088;AG(selectedAV -> EX(controlFlight & AVPerformanceCapabilities))
1089;AG(TCS -> EX(controlIFF & displayIFF))
1090;AG(TCS -> EX(enterAirspeedLimit & enterAltitudeLimit & enterFuelLimit))
1091;AG(TCS & operator -> EX(controlAVLOS | controlAVSATCOM))
1092;AG(TCS -> EX(BLOSFlightControlUplinkCommand(AV1) & BLOSFlightControlUplinkCommand(AV2)))
1093;AG(supportAllFlightModes & AF(supportManualControls))
1094;AG(TCS & AVSupportEmergencyPlan -> EX(implementEmergencyActionPlan))
1095;AG(TCS -> EX(interactiveDisplay))
1096;AG(TCS & operatorCommand -> EX(AVFlightCharacteristics))
1097;AG(operatorInitiateCommand -> EX(UAVFlightBehaviorChange & manualOverride))
1098;AG(TCSCapability -> EX(commandToUseInherentNavigationMethods))
1099;AG(operatorInitiateCommand -> EX(UAVNavigationMethod & manualOverride)) & AG(operatorChangeCommand -> EX(UAVNavigationMethod & manualOverride))
1100;AG(TCSFunctionality -> AF(controlADT & monitorADT & displayADTOperation & controlADTAntenna & controlADTTransceiver))
1101;AG(controlADTAntenna & AF(controlAntennaPointingDirection & controlAntennaTransmissionMode))
1102;AG(TCSFunctionality -> AF(controlADTPower & controlADTSignalStrength & controlADTFrequencies))
1103;AG(TCS -> EF(supportAutomaticLaunchSystem & supportAutomaticRecoverySystem))
1104;AG(TCS -> (interoperableWithIBLS & interoperableWithCARS))
1105;AG(launchAndRecoveryRequired -> AF(cuesPresented))
1106;AG(abortRequired -> AF(cuesPresented))
1107;AF(abortRequired -> AF(abortInitiated))
1108;AG(AVHasEmergencyRecovery -> EF(initiateEmergencyRecovery))
1109;AG(monitorTelemetryRealTime)
1110;AG(recordTelemetryForReview)
1111;AG(monitorAVAdherence)
1112;AG(deviationDetected -> AF(moreThan10PercentDeviation))
1113;AG(deviationDetected -> AF(notifyOperator))
1114;AG(monitorSubsystemStatus)
1115;AG(displayAVStatus)
1116;AG(dataLinkInterrupted -> AF(presentLastKnownValues))
1117;AG(operator -> AF(displayRemainingFuel & displayFlowRate & displayBingoFuel))
1118;AG(LOL -> EX(estimatedPosition))
1119;AG(LOL -> EX(displayLOLTimer))
1120;AG((Level(i) & (i >= 1 & i <= 5)) -> EX(interoperableWithPayload))
1121;AG(controlMonitorPayload)
1122;AG(receiveDataFromPayload & controlPayloadOnOtherTCS)
1123;AG(TCSCapabilities & BeyondLineofSight & controlTwoAVs & uplinkCommand & sequentialCommunication)
1124;forall i, j & i != j : AG !(communicationWith(i) & communicationWith(j))
1125;AG(receiveData & processData & presentData -> EX(determinedStatus))
1126;AG(payloadInstalled -> EX(allMethodsControl))
1127;AG(payloadControl -> EX(graphicalInterfaceDisplay))
1128;AG(payloadAutomation -> EX(operatorOverride))
1129;AG(missionPlan -> EX(monitorPayloadAdherence))
1130;AG(map -> AF(displaySearchFootprint & displaySearchHistory))
1131;AG(simultaneousControl -> AF(controlMonitorLOS & controlMonitorBLOS))
1132;AG(dataObtained -> AF(recordData))
1133;AG((interfaceDataTerminal & issueCommands) -> EX(establishDataLink & controlDataLink & maintainDataLink))
1134;AG(dataTerminalControl -> EX(antennaPointingControl & transmitterControl & receiverControl))
1135;AG(selectedDataTerminal -> EX(autoModeSelection))
1136;AG(LOSDataTerminal -> AF(acquisitionMode | autotrackMode | searchMode | manualPointMode | omniDirectionalMode | directionalMode)) & (selectedDataLink)
1137;AG((manualOverrideDesired & !(EMCON | HERO)) -> EF(manualOverrideActivated))
1138;AG(supportLOSDataLink & supportSATCOMDataLink)
1139;AG((shipboardOperations & secondAntennaAvailable & activeAntennaObstructed) -> AF(switchToSecondAntenna))
1140;AG((AVhasSATCOM & (beyondLOSrange | LOSobstructed)) -> AF(switchToSATCOMantenna))
1141;AG(dataLinkTerminalActive -> EX(interactiveDisplay))
1142;AG(autoPoint | (opDesire -> AF(manualPoint)))
1143;AG(posAntennaLOS & posAntennaSATCOM)
1144;AG(platformMotion -> AF(threeAxisStabilization))
1145;AG(selectedDataTerminal -> AF(autoControlTransmitterAndReceiver))
1146;AG(operatorDesire -> AF(manualOverride))
1147;AG(selectedDataTerminal -> AF(autoControlTransmitterAndReceiverModes))
1178;AG(autoMode -> EF(manualOverride))
1149;AG(dataTerminalSelected -> AF(autoFrequencyControl))
1150;AG(autoFrequencyControl -> EF(manualFrequencyControl))
1151;AG((TCSReceiving & TCSProcessing & TCSPresenting) -> AF(dataTerminalStatus & AVDataLinkStatus))
1152;AG((receivedSignal & transmittedSignal) -> AF(monitoringSignalStrength & displayingSignalStrength))
1153;AG((receivedSignal & transmittedSignal) -> AF(monitoringSignalQuality & displayingSignalQuality))
1154;AG(presentingOperationalRanges -> AF(minimumRange & maximumRange))
1155;AG(managePayloadProduct <-> (receiving & processing & displaying & limitedExploitation & payloadSensorOutput & AVTelemetryData & payloadTelemetryData))
1156;AG(processPayloadData <-> (EOData & IRData & SARData))
1157;AG(formattingVideo & storingVideo & routingVideo & recordingVideo & creatingFreezeFrame & storingFreezeFrame & retrievingVideo & displayingVideo & printingFreezeFrame & processingImageryForExport)
1158;AG(receivingPayloadData)
1159;AG(storingPayloadData)
1160;EF(externalStorageUtilized)
1161;AG(processingPayloadImageryData -> AF(complianceWithCIGSS & complianceWithUSIS & complianceWithVWGSA & complianceWithNITFv2 & complianceWithGCCS))
1162;AG(NITF2ImageryFilesGenerated -> EX (imageryExploitableByC4ISystems))
1163;AG(textEntryCapability -> AF (annotateTextOnImagery))
1164;AG(receiveSecondaryHAEUAVImagery)
1165;AG(payloadTelemetryDataAvailable)
1166;AG(operatorRequest -> EF(liveImagery & annotationOverlay) | EF(recordedImagery & annotationOverlay) | EF(liveImagery & !annotationOverlay) | EF(recordedImagery & !annotationOverlay))
1167;AG(applicable -> EF(simultaneousView & multiplePayloadsData))
1168;AG(operator -> EF(selectOverlayContent))
1169;AG(TCS -> AF((selectCrossHairs | deselectCrossHairs) & identifyTargetPoint))
1170;AG(operatorRequest -> EF(routedToTCS & display & (RS170A_Video | digitalImagery)))
1171;AG(TCS & payloadProductData -> (EX(limitedExploitation & (voiceReporting | textualReporting) & (spotObjectives | missionObjectives))))
1172;AG(imageEnhancementCapability -> (contrast & brightness & edgeEnhancement & sharpness))
1173;AG(TCS -> AF(captureFrozenFrames & storeFrozenImages))
1174;AG(TCS & displayNRTImagery -> AF(dateTimeGroup & targetLocation & notSeekingArrow & AVPositionAndHeading))
1175;AG(TCS & payloadImageryDisplay -> AF(computeRangeAndBearing & twoGeographicPositions))
1176;AG(TCS -> AF(determineTargetCoordinates & estimateTargetCoordinateAccuracy))
1177;AG(TCS -> AF (supportTargetLocationFunction & operatorRequest -> payloadFieldOfViewCenter))
1178;AG(TCS -> AF (determineItemLocation & expressMilitaryCoordinates))
1179;AG(TCS -> AF(developErrorEstimate & associateErrorEstimate))
1180;AG(TCSEntersDIICOEC4INetwork)
1181;EF(infoReceived) & EF(infoProcessed) & EF(infoTransmitted) & EF(handleTextMessages) & EF(handleNITF20Imagery) & EF(handleRS170AVideo)
1182;AG(interoperateWithDataServer)
1183;AG(deliverLiveVideoImagery)
1184;AG(interfaceWithRadios)
1185;AG(complyWithVMF)
1186;AG(exportNITF) & AG(disseminateDigitalImagery) & AG(exportRS170A) & AG(disseminateTacticalMessages)
1187;AG(TCS -> AF(sendTacticalCommunicationMessage & receiveTacticalCommunicationMessage))
1188;AG(TCS -> AF((sendAnnotated & receiveAnnotated) & (sendUnannotated & receiveUnannotated)))
1189;AG(TCS -> AF(establishCommunication & AX(AF(terminateCommunication))))
1190;AG(TCS -> AF(establishPeripheralCommunication & AX(AF(terminatePeripheralCommunication))))
1191;AG(TCS -> AF((sendImagery & overlay & AX(AF(receiveImagery & overlay))) | (sendImagery & noOverlay & AX(AF(receiveImagery & noOverlay)))))
1192;AG(TCS -> AF(establishAnalogCommunication & AX(AF(terminateAnalogCommunication))))
1193;AG(TCS -> AF(establishAnalogCommunicationToPeripheralDevices & AX(AF(terminateAnalogCommunicationToPeripheralDevices))))
1194;AG(TCS -> AF(receiveC4IMessages & AX(AF(processC4IMessages & AX(AF(prepareC4IMessagesForTransmission))))))
1195;AG(TCS -> AF(createUSMTFMessages) & AF(createTACFIREMessages) & AF(createOTHGoldMessages) & AF(createIEWCOMCATMessages))
1196;AG(TCS -> AF(reviewITCMessages))
1197;AG(TCS -> AF(prepareAnnotatedDigitalImageryForTransmission) & AF(prepareUnannotatedDigitalImageryForTransmission))
1198;AG(TCS -> AF(reviewIncomingAnnotatedDigitalImagery) & AF(reviewIncomingUnannotatedDigitalImagery))
1199;AG((erroneousMessages & !correctableByTCS) -> AF(flaggedToOperator))
1200;AG((incomingMessages | outgoingMessages) -> AF(logMessages))
1201;AG(TCS -> AF(prepareAnnotatedImagery | prepareUnannotatedImagery))
1202;AG(TCS -> AF(receiveAnnotatedImagery | receiveUnannotatedImagery))
1203;AG(C4IInterfaces -> AF(monitorStatus & displayControlInfo))
1204;AG(TCS -> AF(displayC4ISupport & displayC4IOnline))
1205;AG(TCS -> AF(monitorIncomingMessagesStatus & monitorOutgoingMessagesStatus))
1206;AG(TCS -> AF(reviewReceivedMessages & reviewTransmittedMessages))
1207;AG(TCS -> AF((viewIncomingAnalogImagery & viewOutgoingAnalogImagery) & (viewAnnotatedAnalogImagery & viewUnAnnotatedAnalogImagery)))
1208;AG(TCS -> AF((viewIncomingDigitalImagery & viewOutgoingDigitalImagery) & (ViewAnnotatedDigitalImagery & viewUnAnnotatedDigitalImagery)))
1209;AG(executeAVMaintenanceSoftware -> AF(displayStatusResults))
1210;AG(executePayloadMaintenanceSoftware -> AF(displayStatusResults))
1211;AG(executePayloadMaintenanceSoftware -> AF(displayStatusResults))
1212;AG(executeWorkstationPeripheralMaintenanceSoftware -> AF(displayStatusResults))
1213;AG(startupFDLOperatorWorkstation)
1214;AG(requiredByOEM -> EX(controlAndMonitorFDL))
1215;AG(authorizedOperator -> EX(installSoftwareUpgrades))
1216;AG(operatorAccessCapability -> EF(passwordProtection))
1217;AG(authorizedOperator -> EX(modifyTCSParameters))
1218;AG(operator -> AX(passwordProtection))
1219;AG(TCS -> AX(importCapability(NIMA_DTED, NIMA_DFAD, ADRG, ScannedMaps)))
1220;AG(operatorProcedure -> AX(mapInformationImportCapability & vectorFormatCapability & CADRGCapability))
1221;AG(authorizedOperator -> AX(executeSoftwareDebugCapability & viewDebugDiagnosticInfo))
1222;AG(operatorAccessToDebugCapability -> EF(passwordProtection))
1223;AF(interfaceExternalSystem)
1224;AF(interfaceDoDRadio & interfaceMobileSubscriberEquipment & interfaceSatelliteComm)
1225;AF(interfaceExternalMission)
1226;AF(interfaceDataTerminal)
1227;AF(interfaceExternalSystems)
1228;AF(interfaceLaunchRecoverySystems)
1229;AG(externalCommunicationToC4ISystems & utilizeUCP & utilizeCMP & useTACOMMMessages)
1230;AF(TCSIntegrationWithASAS)
1231;AF(TCSIntegrationWithJSTARS_GSM)
1232;AF(TCSIntegrationWithJMCIS)
1233;AF(TCSIntegrationWithJSIPSN)
1234;AF(TCSIntegrationWithAFATDS)
1235;AF(TCSIntegrationWithCARS)
1236;AF(TCSIntegrationWithCCTV)
1237;AF(TCSIntegrationWithServiceMissionPlanner)
1238;AF(TCSIntegrationWithAMPS)
1239;AF(TCSIntegrationWithAFMSS)
1240;AF(TCSIntegrationWithTAMPS)
1241;AF(TCSIntegrationWithGCS_ACS_IPF)
1242;AF(TCSIntegrationWithJDISS)
1243;AF(TCSIntegrationWithTES)
1244;AF(TCSIntegrationWithIAS)
1245;AF(TCSIntegrationWithATHS)
1246;AF(TCSIntegrationWithATWCS)
1247;AF(TCSIntegrationWithCOMPASS)
1248;AF(TCSInterfaceWithUAVDataLinks)
1249;AG(TCSSupportLOSDataLink & TCSSupportSATCOMDataLink)
1250;AF(interfaceWithExternalPrinter)
1251;AF(printVideo & printC4IMessages & printMissionPlans & printFDLInfo & printMapDisplay)
1252;AF(outputDigitalMessageData & outputImagery)
1253;AG(interfaceWithExternalDataStorage)
1254;AG(TCS -> AF(transferDigitalData & transferDigitalImagery))
1255;AG(TCS -> AF(interface(TCS, DoDStandardPowerSupplyEquipment)))
1256;AG(connectToPowerSupply)
1257;AG(interfaceToNavigationInfo & locationDataTerminals & locationLaunchRecoverySites & locationControllingTCS)
1258;AG(TCS & AVStandardInterface -> AF(properDataFormat & communicationWithAV))
1259;AG(futureAVsAddition) & AG(genericArchitectureForInteroperability)
1260;AG((uplinkInfo | downlinkInfo) -> AF(accordanceAVDoc))
1261;AG(concurrentUplinkDownlink)
